FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Internet Computers,Computer Uses,Wireless Sessions
AL0200,VALLEY - H. GRADY BRADSHAW / CHAMBERS COUNTY LIBRARY,Town,Data Note: Missing,"32,865",,,-1
AL0203,HOKES BLUFF PUBLIC LIBRARY,Suburban,,"4,240",10,831,
AL0203,HOKES BLUFF PUBLIC LIBRARY,Suburban,Data Note: Missing,"4,240",,,-1
AL0204,RAGLAND PUBLIC LIBRARY,Rural,,"8,475",10,861,
AL0204,RAGLAND PUBLIC LIBRARY,Rural,Data Note: Missing,"8,475",,,-1
AL0206,HAYNEVILLE - LOWNDES COUNTY PUBLIC LIBRARY,Rural,,"5,126",22,"3,850",0
AL0208,IDER PUBLIC LIBRARY,Rural,,737,15,981,633
AL0209,EUFAULA CARNEGIE LIBRARY,Town,,"13,724",10,"2,943",255
AL0210,GRANT PUBLIC LIBRARY,Rural,,902,18,472,0
AL0211,DALEVILLE PUBLIC LIBRARY,Town,,"7,627",39,"3,576",
AL0211,DALEVILLE PUBLIC LIBRARY,Town,Data Note: Missing,"7,627",,,-1
AL0216,COURTLAND PUBLIC LIBRARY,Rural,,"1,203",19,"1,274",
AL0216,COURTLAND PUBLIC LIBRARY,Rural,Data Note: Missing,"1,203",,,-1
AL0217,EVA PUBLIC LIBRARY,Rural,,943,4,176,"4,693"
AL0218,CROSSVILLE PUBLIC LIBRARY,Rural,,"1,847",9,337,123
AL0219,WALNUT GROVE - WESTSIDE PUBLIC LIBRARY,Rural,,692,4,450,0
AL0222,ORANGE BEACH PUBLIC LIBRARY,Suburban,,"6,343",16,"5,127","30,774"
AL0223,SATSUMA PUBLIC LIBRARY,Suburban,,"6,206",18,"4,680","6,200"
AL0225,FALKVILLE PUBLIC LIBRARY,Rural,,"1,701",13,990,385
AL0226,SPRINGVILLE PUBLIC LIBRARY,Town,,"11,142",11,"1,238","8,348"
AL0227,BRIDGEPORT - LENA CAGLE PUBLIC LIBRARY,Town,,"5,473",15,804,0
AL0229,WEST BLOCTON PUBLIC LIBRARY,Rural,,"1,228",5,75,924
AL0231,CARBON HILL CITY LIBRARY,Rural,,"1,885",3,16,984
AL0238,OHATCHEE PUBLIC LIBRARY,Rural,,"1,148",2,502,221
AL0239,SOMERVILLE PUBLIC LIBRARY,Rural,,"1,227",10,512,
AL0239,SOMERVILLE PUBLIC LIBRARY,Rural,Data Note: Missing,"1,227",,,-1
AL0240,CHELSEA PUBLIC LIBRARY,Suburban,,"14,608",23,"1,833","99,855"
AL0241,DUTTON PUBLIC LIBRARY,Rural,,"3,509",5,624,"1,856"
AL0242,FORT DEPOSIT PUBLIC LIBRARY,Rural,,"2,462",5,1,0
AL0243,SUMMERDALE - MARJORIE YOUNCE SNOOK PUBLIC LIBRARY,Rural,,"1,792",22,"7,589","1,330"
AL0244,CLAY PUBLIC LIBRARY,Rural,,"10,042",10,"2,835",
AL0244,CLAY PUBLIC LIBRARY,Rural,Data Note: Missing,"10,042",,,-1
AL0245,ECLECTIC PUBLIC LIBRARY,Rural,,"1,008",3,517,"2,931"
AL0246,HOBSON CITY PUBLIC LIBRARY,Suburban,,749,11,61,567
AL0247,MUNFORD PUBLIC LIBRARY,Rural,,"1,345",6,399,"2,022"
AL0248,SOUTHSIDE PUBLIC LIBRARY,Suburban,,"9,046",3,144,180
AL0249,STEELE PUBLIC LIBRARY,Rural,,"7,850",4,160,60
AL0250,PINSON PUBLIC LIBRARY,Suburban,,"7,060",10,"5,181",
AL0250,PINSON PUBLIC LIBRARY,Suburban,Data Note: Missing,"7,060",,,-1
AL0251,GLENCOE PUBLIC LIBRARY,Suburban,,"5,080",4,317,0
AL0252,MAGNOLIA SPRINGS PUBLIC LIBRARY,Rural,,831,2,880,359
AL0253,TOWN CREEK PUBLIC LIBRARY,Rural,,"1,046",10,780,780
AL0254,JEFFERSON COUNTY LIBRARY COOPERATIVE,City,,"96,526",0,0,0
AL0256,PICKENS COUNTY COOPERATIVE LIBRARY,Rural,,"13,487",8,8,
AL0256,PICKENS COUNTY COOPERATIVE LIBRARY,Rural,Data Note: Missing,"13,487",,,-1
AL0257,R.L. HADDEN MEMORIAL LIBRARY,Rural,,"2,367",12,610,
AL0257,R.L. HADDEN MEMORIAL LIBRARY,Rural,Data Note: Missing,"2,367",,,-1
AL8004,MT. VERNON PUBLIC LIBRARY,Rural,,"1,504",10,49,500
AL8007,LINDA DURAN PUBLIC LIBRARY,Rural,,"5,320",5,273,
AL8007,LINDA DURAN PUBLIC LIBRARY,Rural,Data Note: Missing,"5,320",,,-1
AL8008,SARDIS CITY PUBLIC LIBRARY,Rural,,"1,776",9,200,
AL8008,SARDIS CITY PUBLIC LIBRARY,Rural,Data Note: Missing,"1,776",,,-1
AL8009,WOODSTOCK COMMUNITY LIBRARY,Rural,,"2,628",4,600,150
AL8010,NEWBERN PUBLIC LIBRARY,Rural,,832,9,60,110
AL8011,SPANISH FORT PUBLIC LIBRARY,Suburban,,"9,460",11,"1,963","19,673"
AL8012,ELBERTA PUBLIC LIBRARY,Rural,,"1,753",2,450,50
AL8013,CENTER POINT PUBLIC LIBRARY,Suburban,,"15,815",9,"2,619",
AL8013,CENTER POINT PUBLIC LIBRARY,Suburban,Data Note: Missing,"15,815",,,-1
AR0001,CENTRAL ARKANSAS LIBRARY SYSTEM,City,,"336,463",516,"124,113","573,463"
AR0002,WASHINGTON COUNTY LIBRARY SYSTEM,City,,"151,597",101,"22,864","29,803"
AR0003,MARION COUNTY LIBRARY,Rural,,"16,694",14,"21,632","10,950"
AR0004,SOUTHWEST ARKANSAS REGIONAL LIBRARY,Town,,"18,970",38,"2,553","3,939"
AR0005,MID ARKANSAS REGIONAL LIBRARY SYSTEM,Town,,"189,438",92,"57,205","1,386"
AR0006,GARLAND COUNTY LIBRARY,City,,"99,386",30,"20,243","16,124"
AR0007,WHITE RIVER REGIONAL LIBRARY,Rural,,"80,973",69,"9,808",0
AR0008,PINE BLUFF/JEFFERSON COUNTY LIBRARY SYSTEM,City,,"66,824",104,"19,054","44,001"
AR0009,CROWLEY RIDGE REGIONAL LIBRARY,City,,"133,860",103,"29,877",0
AR0010,COLUMBIA COUNTY LIBRARY,Town,,"23,457",24,"3,205","32,270"
AR0011,FORT SMITH PUBLIC LIBRARY,City,,"87,891",86,"25,162","264,405"
AR0012,ARKANSAS RIVER VALLEY REGIONAL LIBRARY,Town,,"87,100",57,"8,968","46,178"
AR0013,NORTHEAST ARKANSAS REGIONAL LIBRARY,Town,,"75,834",39,"17,330",0
AR0014,SOUTHEAST ARKANSAS REGIONAL LIBRARY,Town,,"63,485",100,"16,661",0
AR0015,PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM,Town,,"33,340",18,"3,926",0
AR0016,NORTH LITTLE ROCK PUBLIC LIBRARY SYSTEM,City,,"65,903",65,"21,450","574,644"
AR0017,FAULKNER-VAN BUREN REGIONAL LIBRARY SYSTEM,City,,"142,552",90,"28,669",0
AR0019,WHITE COUNTY REGIONAL LIBRARY SYSTEM,Town,,"78,753",41,"14,508","16,366"
AR0020,BARTON LIBRARY,Town,,"38,682",62,"9,269","127,297"
AR0021,POPE COUNTY LIBRARY SYSTEM,Town,,"64,072",31,"5,294","47,254"
AR0023,SCOTT SEBASTIAN REGIONAL LIBRARY,Town,,"50,217",12,"2,543",0
AR0024,EAST CENTRAL ARKANSAS REGIONAL LIBRARY SYSTEM,Town,,"22,739",32,"4,986","1,126"
AR0025,WEST MEMPHIS PUBLIC LIBRARY,Suburban,,"24,402",6,"5,911",890
AR0026,ASHLEY COUNTY LIBRARY,Town,,"20,492",25,"3,712",651
AR0027,W.A. BILLINGSLEY/JACKSON COUNTY LIBRARY,Town,,"16,719",13,"2,635","2,000"
AR0028,TEXARKANA PUBLIC LIBRARY,City,,"68,716",26,"11,285","49,784"
AR0030,CONWAY COUNTY LIBRARY,Town,,"20,846",7,"1,143",0
AR0031,LAWRENCE COUNTY LIBRARY,Town,,"16,406",17,"13,090","35,992"
AR0037,FORREST CITY PUBLIC LIBRARY,Town,,"13,820",7,"5,999",0
AR0038,BENTONVILLE PUBLIC LIBRARY,City,,"54,909",24,"7,201",0
AR0039,BAXTER COUNTY LIBRARY,Rural,,"41,932",27,"12,260","14,428"
AR0040,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,Town,,"64,204",62,"14,351",0
AR0041,LONOKE COUNTY LIBRARY SYSTEM,Town,,"73,309",54,"11,178","122,925"
AR0042,ARKANSAS COUNTY LIBRARY,Town,,"17,486",36,"1,158",0
AR0043,TRUMANN PUBLIC LIBRARY,Town,,"6,969",0,0,0
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,,"28,872",,"6,391",
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,Data Note: Missing,"28,872",-1,,-1
AR0047,ROGERS PUBLIC LIBRARY,City,,"68,669",68,"5,624","107,000"
AR0048,CRAWFORD COUNTY LIBRARY SYSTEM,Suburban,,"63,257",44,"13,276","188,000"
AR0049,CARROLL AND MADISON LIBRARY SYSTEM,Town,,"43,718",44,"20,630",0
AR0050,BOONE COUNTY LIBRARY,Town,,"37,432",39,"9,040",0
AR0051,NEWTON COUNTY,Rural,,"7,753",8,"2,092","12,761"
AR0060,CLARK COUNTY LIBRARY,Town,,"22,320",7,"1,246",0
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,,"6,624",8,471,
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,Data Note: Missing,"6,624",,,-1
AR0062,OUACHITA MOUNTAINS REGIONAL LIBRARY,Rural,,"29,052",12,"4,800",0
AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,Town,,"24,098",10,"6,607",0
AR0064,CALHOUN COUNTY LIBRARY,Rural,,"5,189",3,336,0
AR0066,FAYETTEVILLE PUBLIC LIBRARY,City,,"87,590",92,"22,190","51,429"
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,,"2,346",,"1,164",
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,Data Note: Missing,"2,346",-1,,-1
AR0069,GRAVETTE PUBLIC LIBRARY,Rural,,"3,516",32,"1,410",0
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,,"1,136",,564,
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,Data Note: Missing,"1,136",-1,,-1
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,,"2,189",,"1,087",
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,Data Note: Missing,"2,189",-1,,-1
AR0076,HEMPSTEAD COUNTY LIBRARY,Town,,"21,532",4,"1,645",0
AR0077,GENTRY PUBLIC LIBRARY,Town,,"4,023",6,697,"4,000"
AR0078,IVA JANE PEEK LIBRARY HQ,Rural,,"1,790",5,279,0
AR0079,SILOAM SPRINGS PUBLIC LIBRARY,Town,,"17,101",16,"4,734",0
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,,529,,263,
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,Data Note: Missing,529,-1,,-1
AR0081,TRI-COUNTY REGIONAL LIBRARY SYSTEM,Town,,"42,468",71,"10,758","8,149"
AR0082,INDEPENDENCE COUNTY LIBRARY,Town,,"37,825",26,"2,935","1,525"
AR0083,PRAIRIE COUNTY LIBRARY,Rural,,"8,062",12,"1,360",0
AS0001,FELETI BARSTOW PUBLIC LIBRARY,Town,,"51,269",20,"1,011",102
AZ0001,APACHE COUNTY LIBRARY DISTRICT OFFICE,Town,,"66,848",146,"12,465","58,986"
AZ0009,COCHISE COUNTY LIBRARY DISTRICT,Town,,"126,648",23,"1,747","21,533"
AZ0025,CLIFTON PUBLIC LIBRARY,Town,,"3,909",14,456,"3,600"
AZ0026,SAFFORD CITY-GRAHAM COUNTY LIBRARY,Town,,"39,010",22,"4,085","14,027"
AZ0027,PARKER PUBLIC LIBRARY,Town,,"3,434",20,"5,704","14,120"
AZ0028,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,Suburban,,"4,586,431",502,"140,997","111,628"
AZ0029,AVONDALE PUBLIC LIBRARY,Suburban,,"92,324",72,"9,842",
AZ0029,AVONDALE PUBLIC LIBRARY,Suburban,Data Note: Missing,"92,324",,,-1
AZ0030,BUCKEYE PUBLIC LIBRARY,Suburban,,"106,316",40,"21,574","68,263"
AZ0031,CHANDLER PUBLIC LIBRARY,City,,"282,891",250,"86,013","1,752,149"
AZ0033,GLENDALE PUBLIC LIBRARY,Suburban,,"254,005",149,"35,709","13,880"
AZ0034,MESA PUBLIC LIBRARY,City,,"516,429",187,"68,255",
AZ0034,MESA PUBLIC LIBRARY,City,Data Note: Missing,"516,429",,,-1
AZ0035,PHOENIX PUBLIC LIBRARY,City,,"1,657,035",773,"229,807","4,375,553"
AZ0036,SCOTTSDALE PUBLIC LIBRARY,City,,"244,959",164,"42,896","109,601"
AZ0038,TEMPE PUBLIC LIBRARY,City,,"187,354",140,"30,883",
AZ0038,TEMPE PUBLIC LIBRARY,City,Data Note: Missing,"187,354",,,-1
AZ0039,TOLLESON PUBLIC LIBRARY,Suburban,,"7,315",214,"1,935","39,045"
AZ0040,WICKENBURG PUBLIC LIBRARY,Town,,"8,034",16,"3,932","31,000"
AZ0042,MOHAVE COUNTY LIBRARY DISTRICT,Town,,"221,105",142,"52,225","78,038"
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,,"14,854",,"3,212",
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,Data Note: Missing,"14,854",-1,,-1
AZ0050,PINAL COUNTY LIBRARY DISTRICT,Town,,"453,924",44,"5,548","19,898"
AZ0064,PIMA COUNTY PUBLIC LIBRARY,City,,"1,072,298",992,"257,461","216,387"
AZ0065,NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY,Town,,"49,039",27,"11,724","2,788"
AZ0066,PATAGONIA PUBLIC LIBRARY,Rural,,804,13,"2,468","10,000"
AZ0067,YAVAPAI COUNTY FREE LIBRARY DISTRICT,Rural,,"245,389",100,"15,281","9,655"
AZ0082,YUMA COUNTY LIBRARY DISTRICT,City,,"209,920",284,"50,828",
AZ0082,YUMA COUNTY LIBRARY DISTRICT,City,Data Note: Missing,"209,920",,,-1
AZ0084,DUNCAN PUBLIC LIBRARY,Rural,,696,7,797,"1,464"
AZ0086,DESERT FOOTHILLS LIBRARY,Rural,,"5,173",26,809,"3,550"
AZ0088,PEORIA PUBLIC LIBRARY SYSTEM,Suburban,,"199,424",73,"18,504",
AZ0088,PEORIA PUBLIC LIBRARY SYSTEM,Suburban,Data Note: Missing,"199,424",,,-1
AZ0092,YOUNGTOWN PUBLIC LIBRARY,Suburban,,"7,060",6,347,260
AZ0100,NAVAJO NATION LIBRARY,Town,,"96,276",,"19,985",
AZ0100,NAVAJO NATION LIBRARY,Town,Data Note: Missing,"96,276",-1,,-1
AZ0102,GILA COUNTY LIBRARY DISTRICT,Town,,"53,838",6,210,290
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,,"7,276",,"2,365",
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,Data Note: Missing,"7,276",-1,,-1
AZ0104,QUARTZSITE PUBLIC LIBRARY,Town,,"2,417",24,"5,084","4,302"
AZ0106,PIMA PUBLIC LIBRARY,Town,,"3,009",4,502,
AZ0106,PIMA PUBLIC LIBRARY,Town,Data Note: Missing,"3,009",,,-1
AZ0107,NAVAJO COUNTY LIBRARY DISTRICT,Town,,"108,580",32,"1,912","5,197"
AZ0110,BENSON PUBLIC LIBRARY,Town,,"5,388",17,"3,979",
AZ0110,BENSON PUBLIC LIBRARY,Town,Data Note: Missing,"5,388",,,-1
AZ0111,COPPER QUEEN LIBRARY,Town,,"5,045",11,"2,122","4,000"
AZ0112,DOUGLAS PUBLIC LIBRARY,Town,,"15,713",28,"2,409",
AZ0112,DOUGLAS PUBLIC LIBRARY,Town,Data Note: Missing,"15,713",,,-1
AZ0113,HUACHUCA CITY PUBLIC LIBRARY,Rural,,"1,626",12,"1,644","4,500"
AZ0114,SIERRA VISTA PUBLIC LIBRARY,City,,"45,773",21,"9,439","21,081"
AZ0115,TOMBSTONE CITY LIBRARY,Rural,,"1,376",4,820,
AZ0115,TOMBSTONE CITY LIBRARY,Rural,Data Note: Missing,"1,376",,,-1
AZ0116,ELSIE S. HOGAN COMMUNITY LIBRARY,Town,,"3,248",21,"1,675",
AZ0116,ELSIE S. HOGAN COMMUNITY LIBRARY,Town,Data Note: Missing,"3,248",,,-1
AZ0117,APACHE JUNCTION PUBLIC LIBRARY,Rural,,"39,251",51,"15,485","11,800"
AZ0118,CASA GRANDE PUBLIC LIBRARY,City,,"58,648",50,"17,907","75,000"
AZ0119,VENITO GARCIA LIBRARY AND ARCHIVES,Rural,,"2,323",10,100,"3,100"
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,,"1,252",,"1,235",
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,Data Note: Missing,"1,252",-1,,-1
AZ0123,SALT RIVER TRIBAL LIBRARY,Suburban,,"6,943",16,641,
AZ0123,SALT RIVER TRIBAL LIBRARY,Suburban,Data Note: Missing,"6,943",,,-1
AZ0124,GLOBE PUBLIC LIBRARY,Town,,"7,198",11,"4,804","12,000"
AZ0125,HAYDEN PUBLIC LIBRARY,Rural,,512,3,"1,175","3,900"
AZ0126,MIAMI MEMORIAL LIBRARY,Town,,"1,539",9,516,"3,640"
AZ0127,PAYSON PUBLIC LIBRARY,Town,,"16,632",28,"7,181","23,400"
AZ0128,ISABELLE HUNT MEMORIAL PUBLIC LIBRARY,Rural,,"1,953",8,755,191
AZ0129,SAN CARLOS PUBLIC LIBRARY,Town,,"10,815",9,"1,032",0
AZ0130,TONTO BASIN PUBLIC LIBRARY,Rural,,"1,444",7,"1,965",0
AZ0131,YOUNG PUBLIC LIBRARY,Rural,,588,5,250,
AZ0131,YOUNG PUBLIC LIBRARY,Rural,Data Note: Missing,588,,,-1
AZ0133,COOLIDGE PUBLIC LIBRARY,Town,,"15,984",18,"5,362","40,788"
AZ0134,ELOY SANTA CRUZ LIBRARY,Town,,"16,748",17,"2,817","9,768"
AZ0135,FLORENCE COMMUNITY LIBRARY,Rural,,"25,207",21,"3,786","12,602"
AZ0136,KEARNY PUBLIC LIBRARY,Rural,,"1,743",8,676,
AZ0136,KEARNY PUBLIC LIBRARY,Rural,Data Note: Missing,"1,743",,,-1
AZ0137,MAMMOTH PUBLIC LIBRARY,Rural,,"1,079",5,423,
AZ0137,MAMMOTH PUBLIC LIBRARY,Rural,Data Note: Missing,"1,079",,,-1
AZ0138,MARICOPA LIBRARY & CULTURAL CENTER,Rural,,"64,742",12,"6,550",
AZ0138,MARICOPA LIBRARY & CULTURAL CENTER,Rural,Data Note: Missing,"64,742",,,-1
AZ0141,SUPERIOR PUBLIC LIBRARY,Town,,"2,426",10,308,"2,555"
AZ0145,CAMP VERDE COMMUNITY LIBRARY,Town,,"12,430",18,"11,221",
AZ0145,CAMP VERDE COMMUNITY LIBRARY,Town,Data Note: Missing,"12,430",,,-1
AZ0146,CHINO VALLEY PUBLIC LIBRARY,Town,,"13,662",16,"2,984",
AZ0146,CHINO VALLEY PUBLIC LIBRARY,Town,Data Note: Missing,"13,662",,,-1
AZ0150,COTTONWOOD PUBLIC LIBRARY,Town,,"12,296",36,"21,008",
AZ0150,COTTONWOOD PUBLIC LIBRARY,Town,Data Note: Missing,"12,296",,,-1
AZ0152,JEROME PUBLIC LIBRARY,Rural,,467,5,423,
AZ0152,JEROME PUBLIC LIBRARY,Rural,Data Note: Missing,467,,,-1
AZ0154,PRESCOTT VALLEY PUBLIC LIBRARY,City,,"49,069",91,"21,953",0
AZ0155,SEDONA PUBLIC LIBRARY,Rural,,"9,834",25,"14,179","48,118"
AZ0158,PRESCOTT PUBLIC LIBRARY,City,,"47,450",52,"31,444","143,556"
AZ0160,HOLBROOK PUBLIC LIBRARY,Town,,"4,886",6,"3,275","6,127"
AZ0161,PINETOP-LAKESIDE PUBLIC LIBRARY,Town,,"4,073",9,"15,000","15,000"
AZ0162,SHOW LOW PUBLIC LIBRARY,Town,,"12,132",42,"16,441","42,517"
AZ0163,SNOWFLAKE-TAYLOR PUBLIC LIBRARY,Town,,"10,687",8,"2,098","3,656"
AZ0164,WINSLOW PUBLIC LIBRARY,Town,,"8,774",22,"5,346","4,238"
AZ0165,FREDONIA PUBLIC LIBRARY,Rural,,"1,374",17,"2,101","1,637"
AZ0167,PAGE PUBLIC LIBRARY,Town,,"7,642",18,"8,955","33,724"
AZ0168,WILLIAMS PUBLIC LIBRARY,Town,,"3,538",17,"2,986","5,387"
AZ0169,FLAGSTAFF CITY-COCONINO COUNTY PUBLIC LIBRARY,City,,"149,647",160,"25,791","33,647"
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,,"1,576",,"1,555",
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,Data Note: Missing,"1,576",-1,,-1
AZ0174,KAIBAB PAIUTE TRIBAL LIBRARY,Rural,,300,20,500,500
AZ0175,FT. MCDOWELL YAVAPAI NATION TRIBAL LIBRARY,Rural,,"1,057",18,18,
AZ0175,FT. MCDOWELL YAVAPAI NATION TRIBAL LIBRARY,Rural,Data Note: Missing,"1,057",,,-1
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,,"12,083",,"3,724",
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,Data Note: Missing,"12,083",-1,,-1
AZ0177,LA PAZ COUNTY SERVICES,Rural,,"16,860",20,"7,536","11,695"
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,,"1,178",,"1,162",
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,Data Note: Missing,"1,178",-1,,-1
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,,"21,237",,"1,553",132
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,Data Note: Missing,"21,237",-1,,
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,,309,,305,
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,Data Note: Missing,309,-1,,-1
AZ0181,HOPI PUBLIC LIBRARY,Rural,,"14,537",,"3,143",
AZ0181,HOPI PUBLIC LIBRARY,Rural,Data Note: Missing,"14,537",-1,,-1
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,,"1,241",,"1,224",
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,Data Note: Missing,"1,241",-1,,-1
AZ0183,SAN LUCY LIBRARY,Rural,,482,,476,
AZ0183,SAN LUCY LIBRARY,Rural,Data Note: Missing,482,-1,,-1
AZ0184,SAN XAVIER LEARNING CENTER LIBRARY,Suburban,,"2,278",6,10,50
CA0001,ALAMEDA COUNTY LIBRARY,Suburban,,"588,941",213,"64,617","177,151"
CA0002,ALAMEDA FREE LIBRARY,Suburban,,"77,784",53,"13,173","2,982"
CA0003,ALHAMBRA CIVIC CENTER LIBRARY,Suburban,,"81,834",42,"26,055","86,682"
CA0004,ALPINE COUNTY LIBRARY/ARCHIVES,Rural,,"1,200",4,204,"9,360"
CA0005,ALTADENA LIBRARY DISTRICT,Suburban,,"42,778",43,"6,141","74,340"
CA0006,AMADOR COUNTY LIBRARY,Town,,"40,297",22,"1,879",
CA0006,AMADOR COUNTY LIBRARY,Town,Data Note: Missing,"40,297",,,-1
CA0007,ANAHEIM PUBLIC LIBRARY,City,,"341,245",154,"39,230",
CA0007,ANAHEIM PUBLIC LIBRARY,City,Data Note: Missing,"341,245",,,-1
CA0008,ARCADIA PUBLIC LIBRARY,City,,"55,934",45,"10,268","29,650"
CA0009,PLACER COUNTY LIBRARY,Town,,"200,000",40,"11,477",
CA0009,PLACER COUNTY LIBRARY,Town,Data Note: Missing,"200,000",,,-1
CA0010,AZUSA CITY LIBRARY,Suburban,,"49,704",25,"5,691",
CA0010,AZUSA CITY LIBRARY,Suburban,Data Note: Missing,"49,704",,,-1
CA0011,BERKELEY PUBLIC LIBRARY,City,,"124,563",112,"29,135","210,985"
CA0012,BEVERLY HILLS PUBLIC LIBRARY,Suburban,,"32,265",60,"10,714",
CA0012,BEVERLY HILLS PUBLIC LIBRARY,Suburban,Data Note: Missing,"32,265",,,-1
CA0013,BRAWLEY PUBLIC LIBRARY,Town,,"26,952",15,"1,102",
CA0013,BRAWLEY PUBLIC LIBRARY,Town,Data Note: Missing,"26,952",,,-1
CA0014,BUENA PARK LIBRARY DISTRICT,Suburban,,"83,430",17,"17,129","40,556"
CA0015,BURBANK PUBLIC LIBRARY,City,,"105,451",85,"54,728","13,069"
CA0016,BURLINGAME PUBLIC LIBRARY,Suburban,,"37,877",69,"13,085","425,709"
CA0017,BUTTE COUNTY LIBRARY,Town,,"201,608",58,"23,527","251,225"
CA0018,CALAVERAS COUNTY LIBRARY,Rural,,"45,049",35,"5,410","20,896"
CA0019,CAMARENA MEMORIAL PUBLIC LIBRARY,Suburban,,"38,711",42,182,
CA0019,CAMARENA MEMORIAL PUBLIC LIBRARY,Suburban,Data Note: Missing,"38,711",,,-1
CA0020,CARLSBAD CITY LIBRARY,City,,"115,585",122,"22,029","94,311"
CA0021,HARRISON MEMORIAL LIBRARY,Suburban,,"3,041",16,"1,288","5,217"
CA0022,CERRITOS PUBLIC LIBRARY,Suburban,,"48,634",171,"25,098","274,140"
CA0023,CHULA VISTA PUBLIC LIBRARY,City,,"276,785",121,"15,238","8,628"
CA0024,COALINGA-HURON LIBRARY DISTRICT,Town,,"23,447",62,"3,333","4,953"
CA0025,COLTON PUBLIC LIBRARY,Suburban,,"53,617",24,"3,122","4,635"
CA0026,COLUSA COUNTY FREE LIBRARY,Town,,"21,807",33,"3,871","4,494"
CA0027,CITY OF COMMERCE PUBLIC LIBRARY,Suburban,,"12,140",76,"3,324","2,155"
CA0028,CONTRA COSTA COUNTY LIBRARY,Suburban,,"1,042,066",614,"224,754",
CA0028,CONTRA COSTA COUNTY LIBRARY,Suburban,Data Note: Missing,"1,042,066",,,-1
CA0029,CORONA PUBLIC LIBRARY,City,,"156,778",51,"12,259","19,499"
CA0030,COVINA PUBLIC LIBRARY,Suburban,,"50,449",17,"1,620",
CA0030,COVINA PUBLIC LIBRARY,Suburban,Data Note: Missing,"50,449",,,-1
CA0031,DALY CITY PUBLIC LIBRARY,Suburban,,"102,875",44,"16,121","382,411"
CA0032,DEL NORTE COUNTY LIBRARY DISTRICT,Town,,"27,218",13,"3,000","3,000"
CA0034,DOWNEY CITY LIBRARY,Suburban,,"112,584",61,"10,628","190,500"
CA0035,EL CENTRO PUBLIC LIBRARY,City,,"44,508",24,"3,488",0
CA0036,EL DORADO COUNTY LIBRARY,Town,,"190,465",44,"16,936","956,794"
CA0037,EL SEGUNDO PUBLIC LIBRARY,Suburban,,"17,084",10,"4,855","24,203"
CA0038,ESCONDIDO PUBLIC LIBRARY,Suburban,,"150,679",82,"21,922","167,044"
CA0039,HUMBOLDT COUNTY LIBRARY,Town,,"135,168",45,"1,872",
CA0039,HUMBOLDT COUNTY LIBRARY,Town,Data Note: Missing,"135,168",,,-1
CA0040,FRESNO COUNTY PUBLIC LIBRARY,City,,"987,826",309,"174,846","63,925"
CA0041,FULLERTON PUBLIC LIBRARY,Suburban,,"142,732",16,"5,422","10,720"
CA0042,"GLENDALE LIBRARY, ARTS & CULTURE",City,,"193,116",102,"37,124","320,477"
CA0043,GLENDORA LIBRARY & CULTURAL CENTER,Suburban,,"51,821",14,"7,592","1,807,058"
CA0044,HAYWARD PUBLIC LIBRARY,Suburban,,"160,591",64,"18,363",
